en,zh_correct,zh_translate_tool1,zh_status_tool1,pinyin_trans_tool1,pinyin_meaning_tool1,g2pc_pos_tool1,g2pc_tones_tool1,g2pc_meaning_tool1,g2pm_tone_tool1
abdul waali,,阿卜杜勒·瓦利（Abdul Waali）,,"['a1', 'bu3', 'du4', 'le4', '·', 'wa3', 'li4', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'W', 'a', 'a', 'l', 'i', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'wa3', 'li4', '（', 'a', 'b', 'd', 'u', 'l', 'W', 'a', 'a', 'l', 'i', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'roof tile', 'surname Li', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'wa3', 'li4', '（abdul Waali）']"
abdul-ghaffar,,阿卜杜勒·加法尔（Abdul-Ghaffar）,,"['a1', 'bu3', 'du4', 'le4', '·', 'jia1', 'fa3', 'er3', '（', 'A', 'b', 'd', 'u', 'l', '-', 'G', 'h', 'a', 'f', 'f', 'a', 'r', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'jia1', 'fa3', 'er3', '（', 'a', 'b', 'd', 'u', 'l', '-', 'G', 'h', 'a', 'f', 'f', 'a', 'r', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'surname Jia', 'France', 'thus', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'jia1', 'fa3', 'er3', '（abdul-Ghaffar）']"
abdul wahid,,阿卜杜勒·瓦希德（Abdul Wahid）,,"['a1', 'bu3', 'du4', 'le4', '·', 'wa3', 'xi1', 'de2', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'W', 'a', 'h', 'i', 'd', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'wa3', 'xi1', 'de2', '（', 'a', 'b', 'd', 'u', 'l', 'W', 'a', 'h', 'i', 'd', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'roof tile', 'to hope', 'Germany', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'wa3', 'xi1', 'de2', '（abdul Wahid）']"
abdul wajid,,阿卜杜勒·瓦吉德（Abdul Wajid）,,"['a1', 'bu3', 'du4', 'le4', '·', 'wa3', 'ji2', 'de2', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'W', 'a', 'j', 'i', 'd', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'wa3', 'ji2', 'de2', '（', 'a', 'b', 'd', 'u', 'l', 'W', 'a', 'j', 'i', 'd', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'roof tile', 'surname Ji', 'Germany', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'wa3', 'ji2', 'de2', '（abdul Wajid）']"
abdul wakil,,阿卜杜勒·瓦基尔（Abdul Wakil）,,"['a1', 'bu3', 'du4', 'le4', '·', 'wa3', 'ji1', 'er3', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'W', 'a', 'k', 'i', 'l', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'wa3', 'ji1', 'er3', '（', 'a', 'b', 'd', 'u', 'l', 'W', 'a', 'k', 'i', 'l', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'roof tile', 'base', 'thus', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'wa3', 'ji1', 'er3', '（abdul Wakil）']"
abdul waliy,,阿卜杜勒·瓦利（Abdul Waliy）,,"['a1', 'bu3', 'du4', 'le4', '·', 'wa3', 'li4', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'W', 'a', 'l', 'i', 'y', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'wa3', 'li4', '（', 'a', 'b', 'd', 'u', 'l', 'W', 'a', 'l', 'i', 'y', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'roof tile', 'surname Li', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'wa3', 'li4', '（abdul Waliy）']"
abdul wasi,,阿卜杜勒·瓦西（Abdul Wasi）,,"['a1', 'bu3', 'du4', 'le4', '·', 'wa3', 'xi1', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'W', 'a', 's', 'i', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'wa3', 'xi1', '（', 'a', 'b', 'd', 'u', 'l', 'W', 'a', 's', 'i', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'roof tile', 'the West', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'wa3', 'xi1', '（abdul Wasi）']"
abdul-adheem,,阿卜杜勒·阿德赫姆,,"['a1', 'bu3', 'du4', 'le4', '·', 'a1', 'de2', 'he4', 'mu3']",,nr,"['a1', 'bo5', 'du4', 'lei1', '·', 'a1', 'de2', 'he4', 'mu3']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'Germany', 'surname He', 'woman who looks after small children']","['a1', 'bu3', 'du4', 'le4', '·', 'a1', 'de2', 'he4', 'mu3']"
abdul-azeez,,阿卜杜勒 - 阿齐兹,,"['a1', 'bu3', 'du4', 'le4', '', '', '-', '', '', 'a1', 'qi2', 'zi1']",,nr,"['a1', 'bo5', 'du4', 'lei1', '-', 'a1', 'qi2', 'zi1']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '(name of states and dynasties at several different periods)', 'now']","['a1', 'bu3', 'du4', 'le4', ' - ', 'a1', 'qi2', 'zi1']"
abdul-baaqi,,阿卜杜勒·巴拉克（Abdul-Baaqi）,,"['a1', 'bu3', 'du4', 'le4', '·', 'ba1', 'la1', 'ke4', '（', 'A', 'b', 'd', 'u', 'l', '-', 'B', 'a', 'a', 'q', 'i', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'ba1', 'la1', 'ke4', '（', 'a', 'b', 'd', 'u', 'l', '-', 'bi1', 'a', 'a', 'q', 'i', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'Ba state during Zhou dynasty (in east of modern Sichuan)', 'to pull', 'to be able to', None, '(slang) (Tw) to steal', None, None, None, None, None, '', None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'ba1', 'la1', 'ke4', '（abdul-', 'bi1', 'aaqi）']"
abdul-barr,,阿卜杜勒·巴尔（Abdul-Barr）,,"['a1', 'bu3', 'du4', 'le4', '·', 'ba1', 'er3', '（', 'A', 'b', 'd', 'u', 'l', '-', 'B', 'a', 'r', 'r', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'ba1', 'er3', '（', 'a', 'b', 'd', 'u', 'l', '-', 'bi1', 'a', 'r', 'r', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'Ba state during Zhou dynasty (in east of modern Sichuan)', 'thus', None, '(slang) (Tw) to steal', None, None, None, None, None, '', None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'ba1', 'er3', '（abdul-', 'bi1', 'arr）']"
abdul-dhahir,,阿卜杜勒·戴希尔,,"['a1', 'bu3', 'du4', 'le4', '·', 'dai4', 'xi1', 'er3']",,nr,"['a1', 'bo5', 'du4', 'lei1', '·', 'dai4', 'xi1', 'er3']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'surname Dai', 'to hope', 'thus']","['a1', 'bu3', 'du4', 'le4', '·', 'dai4', 'xi1', 'er3']"
abdul-fataah,,阿卜杜勒·法塔赫（Abdul-Fataah）,,"['a1', 'bu3', 'du4', 'le4', '·', 'fa3', 'ta3', 'he4', '（', 'A', 'b', 'd', 'u', 'l', '-', 'F', 'a', 't', 'a', 'a', 'h', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'fa3', 'ta3', 'he4', '（', 'a', 'b', 'd', 'u', 'l', '-', 'F', 'a', 't', 'a', 'a', 'h', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'France', 'pagoda', 'surname He', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'fa3', 'ta3', 'he4', '（abdul-Fataah）']"
abdul-ghafaar,,阿卜杜勒·盖法尔（Abdul-Ghafaar）,,"['a1', 'bu3', 'du4', 'le4', '·', 'gai4', 'fa3', 'er3', '（', 'A', 'b', 'd', 'u', 'l', '-', 'G', 'h', 'a', 'f', 'a', 'a', 'r', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'gai4', 'fa3', 'er3', '（', 'a', 'b', 'd', 'u', 'l', '-', 'G', 'h', 'a', 'f', 'a', 'a', 'r', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'lid', 'France', 'thus', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'gai4', 'fa3', 'er3', '（abdul-Ghafaar）']"
abdul-nur,,阿卜杜勒·纳尔（Abdul-Nur）,,"['a1', 'bu3', 'du4', 'le4', '·', 'na4', 'er3', '（', 'A', 'b', 'd', 'u', 'l', '-', 'N', 'u', 'r', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'na4', 'er3', '（', 'a', 'b', 'd', 'u', 'l', '-', 'N', 'u', 'r', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'surname Na', 'thus', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'na4', 'er3', '（abdul-Nur）']"
abdul-qaiyoum,,Abdul-qaiyoum,,"['A', 'b', 'd', 'u', 'l', '-', 'q', 'a', 'i', 'y', 'o', 'u', 'm']",,nr,"['a', 'b', 'd', 'u', 'l', '-', 'q', 'a', 'i', 'y', 'o', 'u', 'm']","['(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None]",['abdul-qaiyoum']
arqam,,Arqam,,"['A', 'r', 'q', 'a', 'm']",,nr,"['a', 'r', 'q', 'a', 'm']","['(slang) (Tw) to steal', None, None, None, None]",['arqam']
abdush shahid,,阿卜杜什·沙希德（Abdush Shahid）,,"['a1', 'bu3', 'du4', 'shi2', '·', 'sha1', 'xi1', 'de2', '（', 'A', 'b', 'd', 'u', 's', 'h', '', '', 'S', 'h', 'a', 'h', 'i', 'd', '）']",,w,"['a1', 'bo5', 'du4', 'shen2', '·', 'sha1', 'xi1', 'de2', '（', 'a', 'b', 'd', 'u', 's', 'h', 'S', 'h', 'a', 'h', 'i', 'd', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'what', None, 'surname Sha', 'to hope', 'Germany', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'shi2', '·', 'sha1', 'xi1', 'de2', '（abdush Shahid）']"
abdus salaam,,阿卜杜勒·萨拉姆（Abdus Salaam）,,"['a1', 'bu3', 'du4', 'le4', '·', 'sa4', 'la1', 'mu3', '（', 'A', 'b', 'd', 'u', 's', '', '', 'S', 'a', 'l', 'a', 'a', 'm', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'sa4', 'la1', 'mu3', '（', 'a', 'b', 'd', 'u', 's', 'S', 'a', 'l', 'a', 'a', 'm', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'Bodhisattva', 'to pull', 'woman who looks after small children', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'sa4', 'la1', 'mu3', '（abdus Salaam）']"
abdus samad,,阿卜杜勒·萨马德（Abdus Samad）,,"['a1', 'bu3', 'du4', 'le4', '·', 'sa4', 'ma3', 'de2', '（', 'A', 'b', 'd', 'u', 's', '', '', 'S', 'a', 'm', 'a', 'd', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'sa4', 'ma3', 'de2', '（', 'a', 'b', 'd', 'u', 's', 'S', 'a', 'm', 'a', 'd', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'Bodhisattva', 'surname Ma', 'Germany', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'sa4', 'ma3', 'de2', '（abdus Samad）']"
abdus sami,,阿卜杜勒·萨米（Abdus Sami）,,"['a1', 'bu3', 'du4', 'le4', '·', 'sa4', 'mi3', '（', 'A', 'b', 'd', 'u', 's', '', '', 'S', 'a', 'm', 'i', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'sa4', 'mi3', '（', 'a', 'b', 'd', 'u', 's', 'S', 'a', 'm', 'i', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'Bodhisattva', 'surname Mi', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'sa4', 'mi3', '（abdus Sami）']"
abdus sattar,,阿卜杜斯·萨塔尔（Abdus Sattar）,,"['a1', 'bu3', 'du4', 'si1', '·', 'sa4', 'ta3', 'er3', '（', 'A', 'b', 'd', 'u', 's', '', '', 'S', 'a', 't', 't', 'a', 'r', '）']",,w,"['a1', 'bo5', 'du4', 'si1', '·', 'sa4', 'ta3', 'er3', '（', 'a', 'b', 'd', 'u', 's', 'S', 'a', 't', 't', 'a', 'r', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'Slovakia', None, 'Bodhisattva', 'pagoda', 'thus', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'si1', '·', 'sa4', 'ta3', 'er3', '（abdus Sattar）']"
abdus shafi,,阿卜杜斯·沙菲（Abdus Shafi）,,"['a1', 'bu3', 'du4', 'si1', '·', 'sha1', 'fei1', '（', 'A', 'b', 'd', 'u', 's', '', '', 'S', 'h', 'a', 'f', 'i', '）']",,w,"['a1', 'bo5', 'du4', 'si1', '·', 'sha1', 'fei1', '（', 'a', 'b', 'd', 'u', 's', 'S', 'h', 'a', 'f', 'i', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'Slovakia', None, 'surname Sha', 'luxuriant (plant growth)', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'si1', '·', 'sha1', 'fei1', '（abdus Shafi）']"
abdus subbooh,,阿卜杜斯·苏布尔（Abdus subbooh）,,"['a1', 'bu3', 'du4', 'si1', '·', 'su1', 'bu4', 'er3', '（', 'A', 'b', 'd', 'u', 's', '', '', 's', 'u', 'b', 'b', 'o', 'o', 'h', '）']",,w,"['a1', 'bo5', 'du4', 'si1', '·', 'su1', 'bu4', 'er3', '（', 'a', 'b', 'd', 'u', 's', 's', 'u', 'b', 'b', 'o', 'o', 'h', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'Slovakia', None, 'to revive', 'to announce', 'thus', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'si1', '·', 'su1', 'bu4', 'er3', '（abdus subbooh）']"
abdus-sabour,,阿卜杜勒·苏伯,,"['a1', 'bu3', 'du4', 'le4', '·', 'su1', 'bo2']",,nr,"['a1', 'bo5', 'du4', 'lei1', '·', 'su1', 'bo2']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'to revive', ""father's elder brother""]","['a1', 'bu3', 'du4', 'le4', '·', 'su1', 'bo2']"
abdus-salaam,,阿卜杜勒·萨拉姆（Abdus-Salaam）,,"['a1', 'bu3', 'du4', 'le4', '·', 'sa4', 'la1', 'mu3', '（', 'A', 'b', 'd', 'u', 's', '-', 'S', 'a', 'l', 'a', 'a', 'm', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'sa4', 'la1', 'mu3', '（', 'a', 'b', 'd', 'u', 's', '-', 'S', 'a', 'l', 'a', 'a', 'm', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'Bodhisattva', 'to pull', 'woman who looks after small children', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'sa4', 'la1', 'mu3', '（abdus-Salaam）']"
abdus-samad,,阿卜杜勒·萨马德,,"['a1', 'bu3', 'du4', 'le4', '·', 'sa4', 'ma3', 'de2']",,nr,"['a1', 'bo5', 'du4', 'lei1', '·', 'sa4', 'ma3', 'de2']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'Bodhisattva', 'surname Ma', 'Germany']","['a1', 'bu3', 'du4', 'le4', '·', 'sa4', 'ma3', 'de2']"
abdus-sameei,,阿卜杜勒·塞米,,"['a1', 'bu3', 'du4', 'le4', '·', 'sai1', 'mi3']",,nr,"['a1', 'bo5', 'du4', 'lei1', '·', 'sai1', 'mi3']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'Serbia', 'surname Mi']","['a1', 'bu3', 'du4', 'le4', '·', 'sai4', 'mi3']"
abdus-shaheed,,阿卜杜勒·夏希德（Abdus-Shaheed）,,"['a1', 'bu3', 'du4', 'le4', '·', 'xia4', 'xi1', 'de2', '（', 'A', 'b', 'd', 'u', 's', '-', 'S', 'h', 'a', 'h', 'e', 'e', 'd', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'xia4', 'xi1', 'de2', '（', 'a', 'b', 'd', 'u', 's', '-', 'S', 'h', 'a', 'h', 'e', 'e', 'd', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'the Xia or Hsia dynasty c. 2000 BC', 'to hope', 'Germany', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'xia4', 'xi1', 'de2', '（abdus-Shaheed）']"
abdus-shakur,,阿卜杜勒·夏库（Abdus-Shakur）,,"['a1', 'bu3', 'du4', 'le4', '·', 'xia4', 'ku4', '（', 'A', 'b', 'd', 'u', 's', '-', 'S', 'h', 'a', 'k', 'u', 'r', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'xia4', 'ku4', '（', 'a', 'b', 'd', 'u', 's', '-', 'S', 'h', 'a', 'k', 'u', 'r', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'the Xia or Hsia dynasty c. 2000 BC', 'warehouse', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'xia4', 'ku4', '（abdus-Shakur）']"
abed,,床,,['chuang2'],['variant of 床[chuang2]'],n,['chuang2'],['bed'],['chuang2']
abdus,,阿卜杜勒,,"['a1', 'bu3', 'du4', 'le4']",,nr,"['a1', 'bo5', 'du4', 'lei1']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly']","['a1', 'bu3', 'du4', 'le4']"
abedin,,阿贝丁,,"['a1', 'bei4', 'ding1']",,nr,"['a1', 'bei4', 'ding1']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'surname Bei', 'surname Ding']","['a1', 'bei4', 'ding1']"
abeedah,,Abeedah,,"['A', 'b', 'e', 'e', 'd', 'a', 'h']",,nr,"['a', 'b', 'e', 'e', 'd', 'a', 'h']","['(slang) (Tw) to steal', None, None, None, None, None, None]",['abeedah']
abeela,,阿比埃拉,,"['a1', 'bi3', 'ai1', 'la1']",,nr,"['a1', 'bi3', 'ai1', 'la1']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'Belgium', 'dust', 'to pull']","['a1', 'bi3', 'ai1', 'la1']"
abeera,,Abeera,,"['A', 'b', 'e', 'e', 'r', 'a']",,nr,"['a', 'b', 'e', 'e', 'r', 'a']","['(slang) (Tw) to steal', None, None, None, None, None]",['abeera']
abeerah,,阿贝拉,,"['a1', 'bei4', 'la1']",,nr,"['a1', 'bei4', 'la1']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'surname Bei', 'to pull']","['a1', 'bei4', 'la1']"
abia,,阿比亚,,"['a1', 'bi3', 'ya4']",,nr,"['a1', 'bi3', 'ya4']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'Belgium', 'Asia']","['a1', 'bi3', 'ya4']"
abida,,阿比达,,"['a1', 'bi3', 'da2']",,nr,"['a1', 'bi3', 'da2']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'Belgium', 'surname Da']","['a1', 'bi3', 'da2']"
abir,,阿比尔,,"['a1', 'bi3', 'er3']",,nr,"['a1', 'bi3', 'er3']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'Belgium', 'thus']","['a1', 'bi3', 'er3']"
abisali,,阿比萨利,,"['a1', 'bi3', 'sa4', 'li4']",,nr,"['a1', 'bi3', 'sa4', 'li4']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'Belgium', 'Bodhisattva', 'surname Li']","['a1', 'bi3', 'sa4', 'li4']"
ablah,,ablah,,"['a', 'b', 'l', 'a', 'h']",,nr,"['a', 'b', 'l', 'a', 'h']","[None, None, None, None, None]",['ablah']
aboo,,aboo,,"['a', 'b', 'o', 'o']",,nr,"['a', 'b', 'o', 'o']","[None, None, None, None]",['aboo']
aboo ayyoob,,Aboo Ayyoob,,"['A', 'b', 'o', 'o', '', '', 'A', 'y', 'y', 'o', 'o', 'b']",,nr,"['a', 'b', 'o', 'o', 'a', 'y', 'y', 'o', 'o', 'b']","['(slang) (Tw) to steal', None, None, None, '(slang) (Tw) to steal', None, None, None, None, None]",['aboo ayyoob']
abdus sabur,,阿卜杜斯·萨布尔（Abdus Sabur）,,"['a1', 'bu3', 'du4', 'si1', '·', 'sa4', 'bu4', 'er3', '（', 'A', 'b', 'd', 'u', 's', '', '', 'S', 'a', 'b', 'u', 'r', '）']",,w,"['a1', 'bo5', 'du4', 'si1', '·', 'sa4', 'bu4', 'er3', '（', 'a', 'b', 'd', 'u', 's', 'S', 'a', 'b', 'u', 'r', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'Slovakia', None, 'Bodhisattva', 'to announce', 'thus', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'si1', '·', 'sa4', 'bu4', 'er3', '（abdus Sabur）']"
abdur-razzaq,,阿卜杜勒·拉扎克（Abdur-Razzaq）,,"['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'zha1', 'ke4', '（', 'A', 'b', 'd', 'u', 'r', '-', 'R', 'a', 'z', 'z', 'a', 'q', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'la1', 'zha1', 'ke4', '（', 'a', 'b', 'd', 'u', 'r', '-', 'R', 'a', 'z', 'z', 'a', 'q', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'to pull', 'to prick', 'to be able to', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'zha1', 'ke4', '（abdur-Razzaq）']"
abdul-quddus,,Abdul-Quddus,,"['A', 'b', 'd', 'u', 'l', '-', 'Q', 'u', 'd', 'd', 'u', 's']",,nr,"['a', 'b', 'd', 'u', 'l', '-', 'q', 'u', 'd', 'd', 'u', 's']","['(slang) (Tw) to steal', None, None, None, None, None, 'cute (loanword)', None, None, None, None, None]",['abdul-quddus']
abdul-tawaab,,阿卜杜勒·塔瓦布（Abdul-Tawaab）,,"['a1', 'bu3', 'du4', 'le4', '·', 'ta3', 'wa3', 'bu4', '（', 'A', 'b', 'd', 'u', 'l', '-', 'T', 'a', 'w', 'a', 'a', 'b', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'ta3', 'wa3', 'bu4', '（', 'a', 'b', 'd', 'u', 'l', '-', 't', 'a', 'w', 'a', 'a', 'b', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'pagoda', 'roof tile', 'to announce', None, '(slang) (Tw) to steal', None, None, None, None, None, '(slang) butch (lesbian stereotype)', None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'ta3', 'wa3', 'bu4', '（abdul-tawaab）']"
abdul-qudoos,,Abdul-Qudoos,,"['A', 'b', 'd', 'u', 'l', '-', 'Q', 'u', 'd', 'o', 'o', 's']",,nr,"['a', 'b', 'd', 'u', 'l', '-', 'q', 'u', 'd', 'o', 'o', 's']","['(slang) (Tw) to steal', None, None, None, None, None, 'cute (loanword)', None, None, None, None, None]",['abdul-qudoos']
abdul-raafi',,阿卜杜勒·拉帕菲',,"['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'pa4', 'fei1', ""'""]",,nr,"['a1', 'bo5', 'du4', 'lei1', '·', 'la1', 'pa4', 'fei1', ""'""]","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'to pull', 'to wrap', 'luxuriant (plant growth)', None]","['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'pa4', 'fei1', ""'""]"
abdul-raheem,,阿卜杜勒·拉希姆（Abdul-Raheem）,,"['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'xi1', 'mu3', '（', 'A', 'b', 'd', 'u', 'l', '-', 'R', 'a', 'h', 'e', 'e', 'm', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'la1', 'xi1', 'mu3', '（', 'a', 'b', 'd', 'u', 'l', '-', 'R', 'a', 'h', 'e', 'e', 'm', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'to pull', 'to hope', 'woman who looks after small children', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'xi1', 'mu3', '（abdul-Raheem）']"
