en,zh_correct,zh_translate_tool1,zh_status_tool1,pinyin_trans_tool1,pinyin_meaning_tool1,g2pc_pos_tool1,g2pc_tones_tool1,g2pc_meaning_tool1,g2pm_tone_tool1
kuai hua,,Kuai Hua,,"['K', 'u', 'a', 'i', '', '', 'H', 'u', 'a']",,nr,"['K', 'u', 'a', 'i', 'H', 'u', 'a']","[None, None, None, None, None, None, None]",['Kuai Hua']
meili,,梅利,,"['mei2', 'li4']",,nr,"['mei2', 'li4']","['surname Mei', 'surname Li']","['mei2', 'li4']"
lxe,,LXE,,"['L', 'X', 'E']",,nr,"['L', 'X', 'E']","[None, None, None]",['LXE']
l,,l,,['l'],,nr,['l'],[None],['l']
mah,,妈,,['ma1'],"['ma', 'mom', 'mother']",n,['ma1'],['ma'],['ma1']
mahfnh,,mahfnh,,"['m', 'a', 'h', 'f', 'n', 'h']",,nr,"['m', 'a', 'h', 'f', 'n', 'h']","[None, None, None, None, None, None]",['mahfnh']
manchu,,Manchu,,"['M', 'a', 'n', 'c', 'h', 'u']",,nr,"['M', 'a', 'n', 'c', 'h', 'u']","[None, None, None, None, None, None]",['Manchu']
keung,,Keung,,"['K', 'e', 'u', 'n', 'g']",,nr,"['K', 'e', 'u', 'n', 'g']","[None, None, None, None, None]",['Keung']
meifen,,meifen,,"['m', 'e', 'i', 'f', 'e', 'n']",,nr,"['m', 'e', 'i', 'f', 'e', 'n']","[None, None, None, None, None, None]",['meifen']
qinr,,QINR,,"['Q', 'I', 'N', 'R']",,nr,"['q', 'I', 'N', 'R']","['cute (loanword)', None, None, None]",['qINR']
qiuyue,,qiuyue,,"['q', 'i', 'u', 'y', 'u', 'e']",,nr,"['q', 'i', 'u', 'y', 'u', 'e']","[None, None, None, None, None, None]",['qiuyue']
dl,,DL,,"['D', 'L']",,nr,"['D', 'L']","[None, None]",['DL']
rfen,,rfen,,"['r', 'f', 'e', 'n']",,nr,"['r', 'f', 'e', 'n']","[None, None, None, None]",['rfen']
wei,,魏,,['wei4'],['tower over a palace gateway (old)'],nr,['wei4'],['surname Wei'],['wei4']
female,,女性,,"['nv3', 'xing4']","['woman', 'the female sex']",n,['nu:3 xing4'],['woman'],"['nu:3', 'xing4']"
far,,远的,,"['yuan3', 'de5']",,u,"['yuan3', 'de5']","['far', 'of']","['yuan3', 'de5']"
weizhe,,魏兹,,"['wei4', 'zi1']",,nr,"['wei4', 'zi1']","['surname Wei', 'now']","['wei4', 'zi1']"
wenling,,温林,,"['wen1', 'lin2']",,nr,"['wen1', 'lin2']","['surname Wen', 'surname Lin']","['wen1', 'lin2']"
eu-meh,,欧盟,,"['ou1', 'meng2']","['European Union', 'EU']",j,['ou1 meng2'],['European Union'],"['ou1', 'meng2']"
wenquian,,温奎安,,"['wen1', 'kui2', 'an1']",,nr,"['wen1', 'kui2', 'an1']","['surname Wen', 'crotch', 'surname An']","['wen1', 'kui2', 'an1']"
wenyan,,温扬,,"['wen1', 'yang2']",,nr,"['wen1', 'yang2']","['surname Wen', 'surname Yang']","['wen1', 'yang2']"
xia,,夏,,['xia4'],['summer'],t,['xia4'],['the Xia or Hsia dynasty c. 2000 BC'],['xia4']
d‚wei,,D，Wei,,"['D', '，', 'W', 'e', 'i']",,n,"['D', '，', 'W', 'e', 'i']","[None, None, None, None, None]",['D，Wei']
xianliang,,Xianliang,,"['X', 'i', 'a', 'n', 'l', 'i', 'a', 'n', 'g']",,nr,"['X', 'i', 'a', 'n', 'l', 'i', 'a', 'n', 'g']","[None, None, None, None, None, None, None, None, None]",['Xianliang']
d‚sh,,D，sh,,"['D', '，', 's', 'h']",,n,"['D', '，', 's', 'h']","[None, None, None, None]",['D，sh']
d‚l,,d,,['d'],,nr,['d'],[None],['d']
dwei,,DWEI,,"['D', 'W', 'E', 'I']",,nr,"['D', 'W', 'E', 'I']","[None, None, None, None]",['DWEI']
dsh,,DSH,,"['D', 'S', 'H']",,nr,"['D', 'S', 'H']","[None, None, None]",['DSH']
xiaoli,,小米,,"['xiao3', 'mi3']",['millet'],nr,['xiao3 mi3'],"['Xiaomi, Chinese electronics company founded in 2010']","['xiao3', 'mi3']"
xiaoqing,,小气,,"['xiao3', 'qi4']","['stingy', 'petty', 'miserly', 'narrow-minded']",n,['xiao3 qi4'],['stingy'],"['xiao3', 'qi4']"
fung,,借口,,"['jie4', 'kou3']","['to use as an excuse', 'on the pretext', 'excuse', 'pretext']",n,['jie4 kou3'],['to use as an excuse'],"['jie4', 'kou3']"
tsun-chang,,Tsun-chang,,"['T', 's', 'u', 'n', '-', 'c', 'h', 'a', 'n', 'g']",,nr,"['t', 's', 'u', 'n', '-', 'c', 'h', 'a', 'n', 'g']","['(slang) butch (lesbian stereotype)', None, None, None, None, None, None, None, None, None]",['tsun-chang']
lifen,,生命,,"['sheng1', 'ming4']","['life', 'living', 'biological', 'CL:個|个[ge4]']",n,['sheng1 ming4'],['life (as the characteristic of living beings)'],"['sheng1', 'ming4']"
shln,,SHLN,,"['S', 'H', 'L', 'N']",,nr,"['S', 'H', 'L', 'N']","[None, None, None, None]",['SHLN']
ru,,ru,,"['r', 'u']",,nr,"['r', 'u']","[None, None]",['ru']
ruiling,,鲁,,['lu3'],"['crass', 'stupid', 'rude']",nr,['lu3'],['surname Lu'],['lu3']
shaoqing,,Shaoqing,,"['S', 'h', 'a', 'o', 'q', 'i', 'n', 'g']",,nr,"['S', 'h', 'a', 'o', 'q', 'i', 'n', 'g']","[None, None, None, None, None, None, None, None]",['Shaoqing']
hfang,,hfang,,"['h', 'f', 'a', 'n', 'g']",,nr,"['h', 'f', 'a', 'n', 'g']","[None, None, None, None, None]",['hfang']
sheu-fh,,sheu-fh,,"['s', 'h', 'e', 'u', '-', 'f', 'h']",,nr,"['s', 'h', 'e', 'u', '-', 'f', 'h']","[None, None, None, None, None, None, None]",['sheu-fh']
shihong,,西洪,,"['xi1', 'hong2']",,nr,"['xi1', 'hong2']","['the West', 'surname Hong']","['xi1', 'hong2']"
shining,,闪亮的,,"['shan3', 'liang4', 'de5']",,u,"['shan3 liang4', 'de5']","['brilliant', 'of']","['shan3', 'liang4', 'de5']"
shoushan,,Shoushan,,"['S', 'h', 'o', 'u', 's', 'h', 'a', 'n']",,nr,"['S', 'h', 'o', 'u', 's', 'h', 'a', 'n']","[None, None, None, None, None, None, None, None]",['Shoushan']
t,,t,,['t'],,nr,['t'],[None],['t']
shu-sai-chong,,Shu-sai-chong,,"['S', 'h', 'u', '-', 's', 'a', 'i', '-', 'c', 'h', 'o', 'n', 'g']",,nr,"['S', 'h', 'u', '-', 's', 'a', 'i', '-', 'c', 'h', 'o', 'n', 'g']","[None, None, None, None, None, None, None, None, None, None, None, None, None]",['Shu-sai-chong']
shuchun,,Shuchun,,"['S', 'h', 'u', 'c', 'h', 'u', 'n']",,nr,"['S', 'h', 'u', 'c', 'h', 'u', 'n']","[None, None, None, None, None, None, None]",['Shuchun']
shl¡n,,shlân,,"['s', 'h', 'l', 'â', 'n']",,nr,"['s', 'h', 'l', 'â', 'n']","[None, None, None, None, None]",['shlân']
sueh-yn,,Sueh-yn,,"['S', 'u', 'e', 'h', '-', 'y', 'n']",,nr,"['S', 'u', 'e', 'h', '-', 'y', 'n']","[None, None, None, None, None, None, None]",['Sueh-yn']
sueh-y‚n,,Sueh-Y，,,"['S', 'u', 'e', 'h', '-', 'Y', '，']",,w,"['S', 'u', 'e', 'h', '-', 'Y', '，']","[None, None, None, None, None, None, None]",['Sueh-Y，']
guan-yin,,关·亚恩,,"['guan1', '·', 'ya4', 'en1']",,nr,"['guan1', '·', 'ya4', 'en1']","['surname Guan', None, 'Asia', 'favor']","['guan1', '·', 'ya4', 'en1']"
sy,,sy,,"['s', 'y']",,nr,"['s', 'y']","[None, None]",['sy']
ming-tun,,ming-tun,,"['m', 'i', 'n', 'g', '-', 't', 'u', 'n']",,nr,"['m', 'i', 'n', 'g', '-', 't', 'u', 'n']","[None, None, None, None, None, None, None, None]",['ming-tun']
